919750	39
917750	3
912250	703
915250	7
916750	1
910250	7
906250	511
918250	9
904250	8
924750	639
907750	7
926750	3
904750	117
923250	9
923750	8
924250	7
918750	7
916250	3
917250	10
927250	8
905750	3
921250	3
903250	7
909750	6
911750	7
919750	7
925250	8
908750	2
915250	4
916750	3
910250	6
906250	3
918250	511
904250	9
924750	6
907750	10
926750	2
904750	9
923250	9
923750	127
924250	639
918750	7
916250	319
917250	3
927250	7
905750	6
921250	8
903250	8
922250	7
914250	575
922750	511
912750	4
908250	6
903750	2
925750	511
917750	1
912250	1215
905250	10
906750	3
914750	959
920750	8
913250	3
926250	1471
907250	3
921750	3
911250	6
909250	511
923250	7
920250	8
913750	959
902750	6
919250	10
917250	0
927250	1023
905750	511
921250	7
903250	9
909750	8
911750	3
919750	4
925250	7
908750	0
915250	9
916750	6
910250	8
906250	0
918250	511
904250	6
924750	6
920750	7
926750	1599
926250	0
907250	1279
921750	9
911250	6
918750	6
916250	7
917250	2
927250	10
902750	7
919250	39
915750	3
922250	511
914250	1023
922750	8
912750	234
908250	78
903750	639
925750	6
917750	6
912250	7
905250	8
906750	4
914750	7
907750	7
926750	7
904750	3
923250	8
923750	639
911250	7
909250	7
916250	4
920250	959
913750	6
902750	8
919250	639
915750	3
922250	4
914250	7
922750	12
912750	8
908250	8
903750	10
925750	6
917750	8
912250	6
905250	447
906750	2
914750	4
920750	7
913250	6
926250	3
907250	3
921750	7
911250	6
909250	1663
910750	7
920250	2
913750	7
902750	447
919250	8
915750	6
922250	6
914250	511
922750	6
912750	3
908250	3
903750	6
925750	9
917750	7
912250	9
905250	8
906750	7
914750	7
920750	6
913250	831
926250	8
907250	7
921750	8
911250	831
909250	7
923250	7
923750	8
924250	7
918750	639
916250	6
917250	-117
927250	639
905750	447
921250	6
903250	4
909750	1
911750	4
919750	3
925250	2
908750	9
915250	6
916750	6
910250	8
906250	6
918250	447
904250	7
924750	895
907750	4
926750	3
904750	2
923250	4
923750	8
924250	6
909250	117
910750	319
920250	8
913750	3
902750	8
921250	9
903250	511
922250	511
914250	767
922750	2
912750	6
908250	12
903750	1
925750	767
917750	1
912250	1215
905250	9
906750	9
914750	7
920750	831
913250	6
926250	383
907250	447
921750	6
911250	639
909250	8
910750	4
920250	8
913750	767
902750	6
919250	7
917250	8
927250	6
905750	4
921250	3
903250	4
909750	10
911750	7
919750	7
925250	2
908750	6
915250	8
916750	319
910250	639
906250	7
918250	0
904250	9
924750	9
907750	8
926750	3
904750	7
923250	8
923750	2
924250	6
918750	6
916250	6
917250	-78
927250	2
905750	447
921250	6
903250	3
909750	7
911750	511
919750	3
925250	7
908750	2
915250	8
916750	3
910250	8
906250	4
918250	1
904250	7
924750	0
907750	0
926750	6
904750	7
907250	2
923750	7
924250	6
909250	8
910750	10
920250	4
913750	2
902750	273
919250	7
915750	6
922250	6
914250	9
922750	6
912750	6
908250	1023
903750	3
925750	7
917750	-78
908750	447
915250	7
916750	6
910250	7
906250	831
918250	6
904250	9
924750	6
907750	7
911250	8
909250	8
910750	9
920250	2
913750	767
918750	3
916250	2
917250	2
927250	6
905750	10
921250	6
903250	7
909750	7
911750	3
919750	511
925250	8
908750	3
915250	6
916750	575
910250	639
906250	1
918250	1151
904250	6
924750	2
907750	2
926750	8
904750	7
923250	2
923750	8
924250	6
918750	831
916250	1
917250	7
927250	6
905750	7
921250	7
903250	1087
922250	9
914250	3
922750	6
912750	8
908250	6
903750	3
925750	8
917750	7
912250	7
905250	1
906750	0
914750	4
920750	39
913250	6
926250	3
907250	0
921750	3
911250	6
909250	8
910750	831
920250	6
913750	6
902750	8
919250	6
915750	8
922250	7
914250	8
922750	191
912750	959
908250	6
903750	4
925750	1023
917750	6
912250	7
905250	8
906750	6
910250	7
906250	1279
918250	7
904250	6
924750	3
907750	1
926750	6
904750	7
923250	3
923750	1
924250	6
918750	639
916250	831
917250	2
927250	2
905750	3
921250	639
903250	7
909750	9
911750	7
919750	7
925250	1
908750	9
915250	6
916750	639
910250	8
906250	3
918250	0
904250	3
924750	7
907750	8
926750	0
904750	3
923250	8
923750	2
924250	2
918750	3
916250	7
917250	10
927250	6
905750	7
921250	8
903250	6
909750	767
911750	8
919750	3
925250	6
908750	3
903750	3
925750	319
917750	3
912250	6
905250	3
906750	3
914750	2
920750	6
913250	6
926250	1279
907250	1
921750	8
911250	7
909250	4
910750	9
920250	7
913750	7
902750	639
919250	3
915750	3
922250	117
914250	639
922750	9
912750	7
908250	2
903750	7
925750	9
917750	6
912250	7
905250	3
906750	1215
910250	6
906250	8
918250	1
904250	4
924750	6
907750	319
926750	7
904750	9
923250	7
923750	831
924250	2
918750	7
916250	959
917250	0
927250	15
905750	12
921250	3
903250	3
909750	1087
911750	2
919750	6
925250	3
908750	7
915250	6
916750	6
910250	9
906250	3
918250	3
904250	7
924750	9
907750	3
926750	447
904750	6
923250	8
923750	6
924250	3
909250	767
910750	12
920250	6
913750	7
902750	639
919250	511
915750	6
922250	6
